Player,Id,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS36M,OFFR,OFFR36M,DEFR,DEFR36M,OFFDEFRATE,ASTPERD,BLKPF,RATE,RATETOT,FGA20P,MP10R,MP10A,MP20P
Edmond Sumner,sumneed01,SG,25,IND,53,24,16.2,2.8,5.3,0.525,0.7,1.7,0.39799999999999996,2.1,3.7,0.5820000000000001,0.5870000000000001,1.3,1.6,0.8190000000000001,0.3,1.4,1.8,0.9,0.6,0.2,1.0,1.7,7.5,16.7,5.2,11.6,0.5,1.1,12.7,0.9,0.1,5.5,292.0,14.1,90.0,180.0,43.2
Jae'Sean Tate,tateja01,SF,25,HOU,70,58,29.2,4.5,8.9,0.506,0.9,2.8,0.308,3.7,6.1,0.595,0.5539999999999999,1.5,2.1,0.6940000000000001,1.9,3.5,5.3,2.5,1.2,0.5,1.4,3.2,11.3,13.9,9.9,12.2,2.0,2.5,14.7,1.8,0.2,11.2,784.0,15.8,55.1,116.8,51.7
Jayson Tatum,tatumja01,SF,22,BOS,64,64,35.8,9.5,20.6,0.45899999999999996,2.9,7.6,0.386,6.5,13.0,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4,26.5,17.7,17.8,6.4,6.4,24.2,1.6,0.3,23.4,1498.0,15.6,48.4,83.3,27.1
Jeff Teague,teaguje01,PG,32,TOT,55,7,17.3,2.2,5.2,0.433,0.7,1.5,0.439,1.6,3.7,0.431,0.496,1.6,1.9,0.848,0.3,1.3,1.6,2.4,0.6,0.2,1.2,1.0,6.7,13.9,5.2,10.8,1.1,2.3,13.1,2.0,0.2,6.0,330.0,15.5,108.1,72.1,51.6
Jeff Teague,teaguje01,PG,32,BOS,34,5,18.1,2.3,5.5,0.415,0.8,1.6,0.46399999999999997,1.5,3.9,0.39399999999999996,0.484,1.5,1.8,0.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,6.9,13.7,5.0,9.9,1.1,2.2,12.1,1.9,0.2,5.8,197.0,15.9,106.5,86.2,52.5
Jeff Teague,teaguje01,PG,32,MIL,21,2,15.9,2.1,4.6,0.469,0.5,1.2,0.385,1.7,3.3,0.5,0.521,1.8,2.1,0.8640000000000001,0.2,1.2,1.5,2.8,0.4,0.2,1.2,0.6,6.6,14.9,5.9,13.4,1.2,2.7,16.1,2.3,0.3,6.9,145.0,13.9,106.0,56.8,48.2
Garrett Temple,templga01,SG,34,CHI,56,25,27.3,2.8,6.8,0.415,1.2,3.6,0.335,1.6,3.2,0.503,0.503,0.7,0.9,0.8,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3,7.6,10.0,5.3,7.0,1.3,1.7,8.7,2.2,0.2,6.5,364.0,17.9,94.1,124.1,71.8
Tyrell Terry,terryty01,PG,20,DAL,11,0,5.1,0.5,1.5,0.313,0.0,0.6,0.0,0.5,0.8,0.556,0.313,0.1,0.3,0.33299999999999996,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,7.1,0.3,2.1,0.8,5.6,7.7,2.5,0.0,0.9,10.0,30.0,102.0,102.0,102.0
Daniel Theis,theisda01,C,28,TOT,65,51,24.6,3.9,7.2,0.541,0.8,2.3,0.322,3.1,4.8,0.6459999999999999,0.593,1.1,1.7,0.6729999999999999,1.4,4.0,5.5,1.7,0.6,0.9,1.0,2.6,9.6,14.0,8.4,12.3,2.9,4.2,16.5,1.7,0.3,10.8,702.0,15.0,44.7,144.7,51.3
Daniel Theis,theisda01,C,28,BOS,42,37,24.5,3.8,6.9,0.552,0.8,2.3,0.34700000000000003,3.0,4.6,0.653,0.609,1.1,1.6,0.687,1.3,4.0,5.2,1.6,0.6,1.0,1.0,2.9,9.5,14.0,8.3,12.2,2.7,4.0,16.2,1.6,0.3,10.4,437.0,14.5,47.1,153.1,51.6
Daniel Theis,theisda01,C,28,CHI,23,14,25.0,4.0,7.7,0.522,0.7,2.5,0.281,3.3,5.3,0.636,0.5670000000000001,1.2,1.9,0.6509999999999999,1.7,4.2,5.9,1.8,0.7,0.6,1.1,2.0,10.0,14.4,8.7,12.5,3.5,5.0,17.5,1.6,0.3,11.5,264.0,15.4,42.4,138.9,50.0
Brodric Thomas,thomabr01,SG,24,TOT,32,1,12.5,1.2,3.4,0.361,0.5,1.8,0.271,0.7,1.5,0.469,0.435,1.0,1.4,0.674,0.3,1.4,1.7,0.9,0.5,0.3,0.7,1.3,3.9,11.2,2.2,6.3,0.9,2.6,8.9,1.3,0.2,2.7,86.0,17.4,73.5,138.9,64.1
Brodric Thomas,thomabr01,SG,24,HOU,4,0,6.0,0.5,1.8,0.28600000000000003,0.3,1.5,0.16699999999999998,0.3,0.3,1.0,0.35700000000000004,1.3,1.8,0.7140000000000001,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5,15.0,1.5,9.0,0.1,0.6,9.6,1.0,0.2,1.0,4.0,14.4,60.0,60.0,48.0
Brodric Thomas,thomabr01,SG,24,CLE,28,1,13.4,1.3,3.6,0.366,0.5,1.9,0.28300000000000003,0.8,1.7,0.45799999999999996,0.441,0.9,1.4,0.667,0.3,1.5,1.8,0.9,0.5,0.3,0.6,1.3,4.1,11.0,2.4,6.4,1.0,2.7,9.1,1.5,0.2,2.9,81.0,17.6,74.4,148.9,65.4
Isaiah Thomas,thomais02,PG,31,NOP,3,0,16.0,3.0,9.0,0.33299999999999996,1.0,4.0,0.25,2.0,5.0,0.4,0.389,0.7,0.7,1.0,0.3,1.0,1.3,1.7,0.3,0.0,2.0,1.0,7.7,17.3,1.7,3.8,0.3,0.7,4.5,0.8,0.0,2.0,6.0,23.4,123.1,94.1,41.6
Khyri Thomas,thomakh01,SG,24,HOU,5,2,30.6,6.4,13.2,0.485,1.8,5.4,0.33299999999999996,4.6,7.8,0.59,0.5529999999999999,1.8,1.8,1.0,1.4,2.2,3.6,5.0,1.8,1.2,1.2,1.6,16.4,19.3,14.8,17.4,3.6,4.2,21.6,4.2,0.7,18.4,92.0,16.1,85.0,61.2,37.3
Matt Thomas,thomama02,SG,26,TOT,45,0,7.2,1.1,2.8,0.39399999999999996,0.6,1.8,0.33799999999999997,0.5,1.0,0.489,0.5,0.3,0.3,0.857,0.2,0.8,1.0,0.4,0.1,0.0,0.3,0.4,3.1,15.5,1.7,8.5,0.5,2.5,11.0,1.3,0.0,2.2,99.0,18.1,72.0,180.0,46.5
Matt Thomas,thomama02,SG,26,TOR,26,0,7.4,0.9,2.4,0.387,0.7,1.6,0.415,0.3,0.8,0.33299999999999996,0.524,0.2,0.3,0.857,0.1,0.7,0.8,0.3,0.1,0.0,0.2,0.4,2.7,13.1,1.4,6.8,0.4,1.9,8.7,1.5,0.0,1.7,44.0,17.8,92.5,246.7,54.8
Matt Thomas,thomama02,SG,26,UTA,19,0,7.1,1.4,3.4,0.4,0.5,2.1,0.256,0.8,1.4,0.615,0.47700000000000004,0.3,0.4,0.857,0.2,1.0,1.2,0.5,0.1,0.0,0.4,0.4,3.6,18.3,1.9,9.6,0.7,3.5,13.1,1.2,0.0,2.5,48.0,18.9,59.2,142.0,39.4
Tristan Thompson,thomptr01,PF,29,BOS,54,43,23.8,3.1,6.0,0.518,0.0,0.1,0.0,3.1,6.0,0.523,0.518,1.3,2.2,0.5920000000000001,3.1,5.0,8.1,1.2,0.4,0.6,1.1,2.2,7.6,11.5,7.9,11.9,3.8,5.7,17.6,1.1,0.3,10.8,583.0,15.8,29.4,198.3,62.6
Sindarius Thornwell,thornsi01,SG,26,TOT,21,1,10.3,0.7,2.2,0.326,0.3,1.1,0.304,0.4,1.1,0.348,0.402,0.2,0.4,0.5,0.1,0.7,0.9,1.0,0.6,0.1,0.3,0.7,2.0,7.0,1.3,4.5,0.7,2.4,6.9,3.3,0.1,1.9,40.0,22.0,114.4,103.0,103.0
Sindarius Thornwell,thornsi01,SG,26,NOP,14,1,5.2,0.5,1.5,0.33299999999999996,0.2,0.6,0.33299999999999996,0.3,0.9,0.33299999999999996,0.405,0.0,0.1,0.0,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2,8.3,0.3,2.1,0.6,4.2,6.3,1.0,0.5,0.8,11.0,25.0,130.0,173.3,86.7
Sindarius Thornwell,thornsi01,SG,26,ORL,7,0,20.6,1.1,3.6,0.32,0.6,2.0,0.28600000000000003,0.6,1.6,0.364,0.4,0.6,0.9,0.667,0.3,1.6,1.9,2.4,1.1,0.1,0.4,1.7,3.4,5.9,3.2,5.6,1.1,1.9,7.5,6.0,0.1,4.0,28.0,21.2,108.4,85.8,121.2
Matisse Thybulle,thybuma01,SG,23,PHI,65,8,20.0,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1.0,1.6,1.1,0.5,2.0,3.9,7.0,2.8,5.0,2.1,3.8,8.8,2.0,0.6,4.7,306.0,19.0,105.3,200.0,102.6
Killian Tillie,tilliki02,C,22,MEM,18,1,10.1,1.1,3.2,0.33299999999999996,0.6,1.8,0.303,0.5,1.3,0.375,0.42100000000000004,0.5,0.6,0.818,0.3,1.0,1.3,0.4,0.3,0.4,0.1,1.1,3.2,11.4,1.7,6.1,0.6,2.1,8.2,4.0,0.4,2.2,40.0,20.0,77.7,252.5,63.1
Xavier Tillman Sr.,tillmxa01,PF,22,MEM,59,12,18.4,2.8,5.1,0.5589999999999999,0.4,1.1,0.33799999999999997,2.5,4.0,0.62,0.595,0.6,0.9,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,2.0,6.6,12.9,6.1,11.9,2.4,4.7,16.6,1.6,0.3,8.1,478.0,15.5,42.8,141.5,55.8
Anthony Tolliver,tollian01,PF,35,PHI,11,0,9.0,0.4,1.5,0.235,0.4,1.3,0.28600000000000003,0.0,0.3,0.0,0.353,0.5,0.5,0.833,0.3,0.6,0.9,0.2,0.3,0.2,0.3,0.6,1.5,6.0,0.6,2.4,0.5,2.0,4.4,0.7,0.3,1.1,12.0,20.0,100.0,450.0,120.0
Obi Toppin,toppiob01,PF,22,NYK,62,0,11.0,1.7,3.4,0.498,0.4,1.4,0.306,1.3,2.0,0.629,0.56,0.3,0.4,0.731,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,4.1,13.4,2.9,9.5,1.4,4.6,14.1,1.2,0.2,4.2,260.0,16.6,50.0,220.0,53.7
Juan Toscano-Anderson,toscaju01,SG,27,GSW,53,16,20.9,2.3,3.9,0.579,0.7,1.7,0.402,1.6,2.2,0.718,0.667,0.4,0.6,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,2.1,5.7,9.8,6.2,10.7,3.1,5.3,16.0,2.3,0.2,9.1,482.0,13.7,47.5,74.6,73.3
Axel Toupane,toupaax01,SF,28,MIL,8,1,7.6,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.33299999999999996,0.409,0.6,0.9,0.7140000000000001,0.0,0.8,0.8,0.5,0.3,0.4,0.0,0.8,1.8,8.5,1.4,6.6,0.7,3.3,9.9,inf,0.5,1.8,14.0,15.6,95.0,152.0,84.4
Karl-Anthony Towns,townska01,C,25,MIN,50,50,33.8,8.5,17.5,0.486,2.4,6.3,0.387,6.1,11.2,0.541,0.555,5.3,6.2,0.8590000000000001,2.7,7.9,10.6,4.5,0.8,1.1,3.2,3.7,24.8,26.4,19.8,21.1,6.1,6.5,27.6,1.4,0.3,25.0,1250.0,14.1,31.9,75.1,27.3
Gary Trent Jr.,trentga02,SG,22,TOT,58,38,31.1,5.5,13.5,0.408,2.8,7.4,0.385,2.7,6.1,0.435,0.513,1.4,1.8,0.7829999999999999,0.5,2.2,2.6,1.4,1.0,0.2,0.7,1.6,15.3,17.7,8.5,9.8,1.8,2.1,11.9,2.0,0.1,9.8,568.0,17.6,119.6,222.1,40.7
Gary Trent Jr.,trentga02,SG,22,POR,41,23,30.8,5.3,12.8,0.414,3.0,7.4,0.397,2.3,5.3,0.43799999999999994,0.53,1.4,1.8,0.773,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5,15.0,17.5,8.6,10.1,1.2,1.4,11.5,1.7,0.1,9.4,385.0,17.1,140.0,220.0,41.1
Gary Trent Jr.,trentga02,SG,22,TOR,17,15,31.8,6.1,15.4,0.395,2.6,7.3,0.355,3.5,8.1,0.431,0.479,1.5,1.8,0.8059999999999999,0.4,3.2,3.6,1.3,1.1,0.2,0.7,1.7,16.2,18.3,7.9,8.9,2.8,3.2,12.1,1.9,0.1,10.4,177.0,19.0,88.3,244.6,39.3
P.J. Tucker,tuckepj01,PF,35,TOT,52,33,26.1,1.3,3.4,0.373,0.8,2.3,0.336,0.5,1.1,0.44799999999999995,0.486,0.4,0.5,0.75,1.0,2.9,3.9,1.2,0.8,0.4,0.8,2.4,3.7,5.1,3.0,4.1,1.7,2.3,6.4,1.5,0.2,4.6,239.0,18.4,66.9,217.5,141.1
P.J. Tucker,tuckepj01,PF,35,HOU,32,32,30.0,1.5,4.1,0.366,0.8,2.7,0.314,0.7,1.4,0.467,0.469,0.6,0.7,0.7829999999999999,1.0,3.6,4.6,1.4,0.9,0.6,1.0,2.8,4.4,5.3,3.2,3.8,2.3,2.8,6.6,1.4,0.2,5.4,173.0,18.6,65.2,214.3,136.4
P.J. Tucker,tuckepj01,PF,35,MIL,20,1,19.9,0.9,2.3,0.391,0.7,1.7,0.39399999999999996,0.3,0.7,0.385,0.5329999999999999,0.2,0.3,0.6,0.9,1.9,2.8,0.8,0.5,0.1,0.4,1.7,2.6,4.7,2.5,4.5,0.8,1.4,5.9,2.0,0.1,3.2,64.0,17.7,71.1,248.7,153.1
Rayjon Tucker,tuckera01,PG,23,PHI,14,0,4.9,0.6,1.3,0.5,0.1,0.5,0.28600000000000003,0.5,0.8,0.636,0.556,1.0,1.4,0.737,0.1,0.7,0.8,0.4,0.1,0.0,0.3,0.6,2.4,17.6,1.9,14.0,0.2,1.5,15.5,1.3,0.0,1.7,24.0,10.8,61.2,122.5,40.8
Myles Turner,turnemy01,C,24,IND,47,47,31.0,4.4,9.2,0.47700000000000004,1.5,4.4,0.335,2.9,4.8,0.606,0.557,2.4,3.0,0.782,1.3,5.2,6.5,1.0,0.9,3.4,1.4,3.5,12.6,14.6,8.7,10.1,6.0,7.0,17.1,0.7,1.0,14.1,663.0,14.6,47.7,310.0,49.2
Jonas Valancicnas,valanjo01,C,28,MEM,62,61,28.3,7.1,12.0,0.5920000000000001,0.3,0.9,0.368,6.8,11.1,0.611,0.606,2.5,3.3,0.773,4.1,8.4,12.5,1.8,0.6,0.9,1.6,2.9,17.1,21.8,16.5,21.0,7.0,8.9,29.9,1.1,0.3,22.7,1407.0,14.0,22.6,157.2,33.1
Denzel Valentine,valende01,SG,27,CHI,62,3,16.7,2.5,6.7,0.373,1.3,3.9,0.331,1.2,2.8,0.431,0.469,0.3,0.3,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.5,14.0,3.7,8.0,2.3,5.0,13.0,2.4,0.1,6.0,372.0,20.6,52.2,98.2,51.4
Jarred Vanderbilt,vandeja01,PF,21,MIN,64,30,17.8,2.2,3.7,0.606,0.0,0.1,0.2,2.2,3.6,0.615,0.608,0.9,1.6,0.5589999999999999,1.8,3.9,5.8,1.2,1.0,0.7,0.8,1.9,5.4,10.9,6.1,12.3,3.7,7.5,19.8,1.5,0.4,9.2,589.0,13.7,30.7,148.3,65.9
Fred VanVleet,vanvlfr01,SG,26,TOR,52,52,36.5,6.5,16.7,0.389,3.3,9.2,0.366,3.2,7.6,0.41600000000000004,0.489,3.3,3.7,0.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3,19.6,19.3,14.5,14.3,3.7,3.6,17.9,3.5,0.3,17.8,926.0,17.0,86.9,57.9,37.2
Anderson Varejão,varejan01,C,38,CLE,5,0,7.2,0.8,3.2,0.25,0.0,0.2,0.0,0.8,3.0,0.267,0.25,1.0,1.8,0.556,1.4,2.6,4.0,0.6,0.0,0.4,0.2,0.6,2.6,13.0,2.0,10.0,2.4,12.0,22.0,3.0,0.7,3.6,18.0,24.6,18.0,120.0,55.4
Devin Vassell,vassede01,SF,20,SAS,62,7,17.0,2.0,4.9,0.406,0.8,2.4,0.34700000000000003,1.1,2.5,0.46399999999999997,0.49200000000000005,0.7,0.8,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,1.4,5.5,11.6,3.5,7.4,2.0,4.2,11.6,2.2,0.2,5.4,335.0,17.8,60.7,188.9,61.8
Gabe Vincent,vincega01,PG,24,MIA,50,7,13.1,1.8,4.7,0.37799999999999995,0.9,3.0,0.309,0.8,1.7,0.5,0.47600000000000003,0.4,0.5,0.87,0.2,0.9,1.1,1.3,0.4,0.0,0.7,1.6,4.8,13.2,2.7,7.4,-0.3,-0.8,6.6,1.9,0.0,2.3,115.0,19.6,119.1,100.8,54.6
Noah Vonleh,vonleno01,PF,25,BRK,4,0,2.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0,0.0,-1.0,-12.9,-0.2,-2.6,-15.5,0.6,0.0,-1.2,-5.0,inf,93.3,93.3,inf
Nikola Vucevic,vucevni01,C,30,TOT,70,70,33.5,9.5,19.9,0.47700000000000004,2.5,6.3,0.4,7.0,13.7,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4,25.1,17.1,18.4,9.2,9.9,28.3,2.1,0.4,26.0,1820.0,17.0,28.6,88.2,28.6
Nikola Vucevic,vucevni01,C,30,ORL,44,44,34.1,9.9,20.6,0.48,2.7,6.5,0.406,7.3,14.1,0.515,0.545,2.1,2.5,0.8270000000000001,2.0,9.8,11.8,3.8,1.0,0.6,1.9,1.8,24.5,25.9,17.7,18.7,9.6,10.1,28.8,2.0,0.3,26.9,1184.0,16.8,28.9,89.7,27.8
Nikola Vucevic,vucevni01,C,30,CHI,26,26,32.6,8.8,18.8,0.47100000000000003,2.3,5.8,0.38799999999999996,6.6,12.9,0.509,0.532,1.5,1.8,0.87,2.3,9.3,11.5,3.9,0.9,0.8,1.7,2.2,21.5,23.7,16.0,17.7,8.8,9.7,27.4,2.3,0.4,24.4,634.0,17.5,28.3,83.6,30.3
Dean Wade,wadede01,PF,24,CLE,63,19,19.2,2.1,4.9,0.431,1.2,3.4,0.366,0.9,1.6,0.5710000000000001,0.556,0.5,0.6,0.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,1.2,6.0,11.2,4.5,8.4,2.5,4.7,13.1,2.4,0.2,6.9,435.0,16.3,56.5,160.0,64.0
Moritz Wagner,wagnemo01,C,23,TOT,45,24,16.0,2.3,5.1,0.45399999999999996,0.7,2.0,0.341,1.6,3.1,0.529,0.522,1.6,1.9,0.816,0.6,2.6,3.2,1.1,0.6,0.4,1.0,2.4,6.9,15.5,4.8,10.8,1.2,2.7,13.5,1.1,0.2,5.7,256.0,14.8,50.0,145.5,46.4
Moritz Wagner,wagnemo01,C,23,WAS,25,13,15.0,2.5,4.9,0.508,0.5,1.7,0.31,2.0,3.2,0.613,0.561,1.6,2.1,0.7879999999999999,0.5,2.4,2.9,1.3,0.9,0.3,0.8,2.5,7.1,17.0,5.7,13.7,1.1,2.6,16.3,1.6,0.1,6.3,158.0,13.8,51.7,115.4,42.3
Moritz Wagner,wagnemo01,C,23,BOS,9,1,6.8,0.4,1.6,0.28600000000000003,0.2,0.7,0.33299999999999996,0.2,0.9,0.25,0.35700000000000004,0.1,0.2,0.5,0.3,1.8,2.1,0.7,0.0,0.1,1.0,1.1,1.2,6.4,0.0,0.0,0.8,4.2,4.2,0.7,0.1,0.7,6.0,26.7,32.4,97.1,113.3
Moritz Wagner,wagnemo01,C,23,ORL,11,10,26.0,3.5,8.5,0.409,1.5,3.9,0.37200000000000005,2.0,4.5,0.44,0.495,2.6,3.0,0.879,1.0,3.9,4.9,1.1,0.4,0.8,1.2,3.3,11.0,15.2,6.9,9.6,1.8,2.5,12.1,0.9,0.2,8.3,91.0,15.5,53.1,236.4,47.3
Kemba Walker,walkeke02,PG,30,BOS,43,43,31.8,6.6,15.7,0.42,3.0,8.2,0.36,3.7,7.5,0.486,0.514,3.1,3.5,0.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,21.8,13.5,15.3,3.6,4.1,19.4,2.4,0.2,16.7,718.0,16.3,79.5,64.9,33.0
Lonnie Walker,walkelo01,SG,22,SAS,60,38,25.4,4.3,10.2,0.42,1.7,4.7,0.355,2.6,5.5,0.47700000000000004,0.502,1.0,1.2,0.8140000000000001,0.2,2.4,2.6,1.7,0.5,0.3,1.1,1.7,11.2,15.9,6.1,8.6,1.5,2.1,10.7,1.5,0.2,7.4,444.0,18.2,97.7,149.4,45.4
John Wall,walljo01,PG,30,HOU,40,40,32.2,7.3,18.2,0.40399999999999997,2.0,6.2,0.317,5.4,11.9,0.449,0.45799999999999996,4.0,5.3,0.7490000000000001,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2,20.6,23.0,13.5,15.1,3.5,3.9,19.0,2.0,0.7,15.7,628.0,17.7,100.6,46.7,31.3
Brad Wanamaker,wanambr01,PG,31,TOT,61,0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.46299999999999997,0.41100000000000003,1.5,1.7,0.8909999999999999,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5,11.4,4.5,9.4,0.8,1.7,11.1,2.4,0.1,5.1,311.0,17.8,101.8,59.7,62.9
Brad Wanamaker,wanambr01,PG,31,GSW,39,0,16.0,1.6,4.4,0.353,0.3,1.6,0.213,1.2,2.9,0.429,0.39,1.3,1.4,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4,4.7,10.6,3.7,8.3,1.0,2.2,10.5,2.8,0.1,4.6,179.0,18.7,94.1,64.0,68.1
Brad Wanamaker,wanambr01,PG,31,CHO,22,0,19.5,2.5,5.7,0.429,0.1,1.1,0.125,2.3,4.6,0.5,0.44,1.8,2.0,0.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9,12.7,6.1,11.3,0.5,0.9,12.2,2.3,0.1,6.4,141.0,16.5,108.3,57.4,56.5
T.J. Warren,warretj01,SF,27,IND,4,4,29.3,6.8,12.8,0.529,0.0,1.8,0.0,6.8,11.0,0.614,0.529,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,19.0,10.3,12.7,-0.5,-0.6,12.1,1.3,0.0,9.3,37.0,16.5,83.7,225.4,37.8
P.J. Washington,washipj01,PF,22,CHO,64,61,30.5,4.7,10.7,0.44,1.8,4.5,0.386,3.0,6.2,0.48,0.522,1.7,2.3,0.745,1.5,5.1,6.5,2.5,1.1,1.2,2.0,2.7,12.9,15.2,8.9,10.5,4.7,5.5,16.0,1.2,0.4,12.9,826.0,16.6,46.9,122.0,47.3
Yuta Watanabe,watanyu01,SF,26,TOR,50,4,14.5,1.6,3.6,0.439,0.7,1.8,0.4,0.9,1.8,0.478,0.539,0.5,0.6,0.828,0.7,2.5,3.2,0.8,0.5,0.4,0.4,1.1,4.4,10.9,3.5,8.7,2.3,5.7,14.4,2.0,0.4,5.7,285.0,16.4,45.3,181.2,65.9
Tremont Waters,watertr01,PG,23,BOS,26,3,9.2,1.3,3.2,0.405,0.6,1.5,0.395,0.7,1.8,0.413,0.494,0.6,0.7,0.941,0.2,0.6,0.8,2.4,0.6,0.0,1.0,0.7,3.8,14.9,3.5,13.7,0.5,2.0,15.7,2.4,0.0,3.9,101.0,16.8,115.0,38.3,48.4
Paul Watson,watsopa01,SF,26,TOR,27,2,11.0,1.4,3.0,0.46299999999999997,1.1,2.4,0.469,0.3,0.7,0.444,0.6459999999999999,0.2,0.3,0.625,0.1,1.5,1.7,0.6,0.2,0.1,0.3,1.3,4.1,13.4,2.9,9.5,0.5,1.6,11.1,2.0,0.1,3.4,92.0,14.6,64.7,183.3,53.7
Quinndary Weatherspoon,weathqu01,SG,24,SAS,20,0,6.1,0.8,1.8,0.457,0.1,0.3,0.16699999999999998,0.8,1.5,0.517,0.47100000000000003,0.7,0.8,0.813,0.2,0.4,0.6,0.4,0.4,0.1,0.5,0.9,2.3,13.6,1.4,8.3,0.0,0.0,8.3,0.8,0.1,1.3,26.0,15.7,101.7,152.5,53.0
Russell Westbrook,westbru01,PG,32,WAS,65,65,36.4,8.4,19.0,0.439,1.3,4.2,0.315,7.0,14.8,0.475,0.474,4.2,6.4,0.6559999999999999,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2,22.0,20.2,20.0,8.8,8.7,28.7,2.4,0.1,26.7,1736.0,17.1,31.7,31.1,32.8
Coby White,whiteco01,PG,20,CHI,69,54,31.2,5.4,13.1,0.41600000000000004,2.4,6.6,0.359,3.1,6.5,0.473,0.506,1.9,2.1,0.9009999999999999,0.4,3.7,4.1,4.8,0.6,0.2,2.3,2.6,15.1,17.4,10.3,11.9,1.9,2.2,14.1,2.1,0.1,12.0,828.0,17.4,76.1,65.0,41.3
Derrick White,whitede01,SG,26,SAS,36,32,29.6,5.2,12.6,0.41100000000000003,2.3,6.8,0.34600000000000003,2.8,5.8,0.486,0.503,2.7,3.2,0.851,0.4,2.6,3.0,3.5,0.7,1.0,1.3,2.5,15.4,18.7,10.6,12.9,1.8,2.2,15.1,2.7,0.4,11.9,428.0,16.4,98.7,84.6,38.4
Hassan Whiteside,whiteha01,C,31,SAC,36,4,15.2,3.5,6.2,0.563,0.0,0.0,0.0,3.5,6.2,0.565,0.563,1.1,2.2,0.519,1.7,4.3,6.0,0.6,0.3,1.3,1.1,2.0,8.1,19.2,6.6,15.6,3.9,9.2,24.8,0.5,0.6,9.4,338.0,15.3,25.3,253.3,37.5
Greg Whittington,whittgr01,PF,27,DEN,4,0,3.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-9.6,0.0,0.0,-9.6,,,-0.8,-3.0,inf,inf,inf,inf
Andrew Wiggins,wiggian01,PF,25,GSW,71,71,33.3,7.1,14.9,0.47700000000000004,2.0,5.2,0.38,5.1,9.7,0.529,0.5429999999999999,2.4,3.4,0.7140000000000001,1.2,3.7,4.9,2.4,0.9,1.0,1.8,2.2,18.6,20.1,12.6,13.6,3.4,3.7,17.3,1.3,0.5,15.0,1065.0,16.0,68.0,138.8,35.8
Grant Williams,willigr01,PF,22,BOS,63,9,18.1,1.7,3.9,0.43700000000000006,0.8,2.0,0.37200000000000005,1.0,1.9,0.508,0.534,0.5,0.8,0.588,0.8,2.1,2.8,1.0,0.5,0.4,0.9,2.6,4.7,9.3,3.4,6.8,0.4,0.8,7.6,1.1,0.2,3.4,214.0,16.6,64.6,181.0,77.0
Kenrich Williams,willike04,PF,26,OKC,66,13,21.6,3.3,6.2,0.5329999999999999,0.8,1.8,0.444,2.5,4.5,0.568,0.596,0.5,1.0,0.5710000000000001,1.3,2.9,4.1,2.3,0.8,0.3,1.2,2.2,8.0,13.3,7.5,12.5,1.8,3.0,15.5,1.9,0.1,8.7,574.0,15.5,52.7,93.9,54.0
